User Speed (m/s),Signal Strength (dBm),Battery Level (%),Network Congestion,Distance from Base Station (m),Handover Events,Power Consumption (mW),Transmission Power (dBm),Throughput (Mbps),Latency (ms),RF Link Quality
0.68,-74.64,56,Low,314.6,0,497.78,15.32,61.35,26.58,Good
1.67,-96.49,11,Low,609.15,0,554.26,26.24,28.09,63.04,Moderate
10.85,-70.75,58,High,340.84,0,538.11,13.37,2.56,108.5,Poor
1.43,-89.4,54,High,617.07,0,442.96,22.7,1.0,125.57,Poor
1.57,-72.43,99,Medium,357.19,0,580.88,14.21,37.65,73.22,Moderate
1.33,-80.02,35,Low,459.0,0,463.59,18.01,45.32,30.62,Good
26.54,-81.97,17,Low,514.36,2,373.01,18.98,19.21,38.83,Moderate
24.26,-120.0,36,Medium,1067.39,2,703.58,30.0,1.0,117.57,Poor
22.69,-78.29,91,Medium,439.7,3,442.88,17.14,1.0,83.49,Poor
10.44,-102.76,50,Medium,786.35,1,696.51,29.38,1.0,100.67,Poor
1.02,-101.22,75,Low,763.88,0,645.5,28.61,26.03,56.98,Moderate
1.27,-64.63,48,Low,310.67,0,549.12,10.32,81.34,23.58,Good
9.21,-60.05,40,Low,207.49,1,541.86,8.02,65.99,18.25,Good
19.12,-108.07,38,High,823.17,1,721.47,30.0,1.0,133.71,Poor
8.43,-62.91,78,Medium,304.07,0,559.13,9.46,48.11,60.01,Moderate
13.23,-50.0,98,Medium,39.95,2,445.81,5.0,54.7,65.67,Moderate
1.61,-86.55,89,Medium,513.08,0,491.17,21.27,19.89,96.45,Moderate
8.79,-76.27,49,Low,432.59,0,489.84,16.13,58.75,31.97,Good
9.75,-68.75,88,Medium,311.43,1,414.65,12.38,24.91,67.2,Moderate
0.24,-66.94,30,Low,254.54,0,554.27,11.47,65.38,33.18,Good
0.07,-90.89,45,Low,687.98,0,657.83,23.44,40.47,62.37,Moderate
10.46,-93.44,78,High,612.59,1,694.58,24.72,1.0,112.48,Poor
9.46,-95.25,65,Medium,564.63,0,650.76,25.62,1.0,94.24,Poor
2.59,-64.31,53,Low,259.85,0,488.69,10.16,78.69,22.55,Good
2.52,-82.99,27,Medium,531.52,0,538.48,19.49,32.03,81.71,Moderate
2.28,-69.62,91,Low,349.14,0,503.33,12.81,72.82,17.99,Good
18.17,-93.34,47,Medium,690.7,3,761.29,24.67,1.0,89.04,Poor
1.58,-98.69,69,High,780.43,0,646.65,27.35,1.0,139.6,Poor
8.9,-69.86,89,Low,370.81,0,615.71,12.93,55.81,22.4,Good
20.02,-80.54,62,Medium,494.57,3,512.41,18.27,1.0,86.04,Poor
9.81,-94.88,31,Low,748.96,1,657.53,25.44,28.11,45.69,Moderate
2.38,-97.47,89,High,733.11,0,755.97,26.74,1.0,121.75,Poor
9.97,-85.86,43,Low,593.46,1,536.53,20.93,36.14,44.32,Moderate
0.78,-74.8,15,High,448.84,0,367.83,15.4,19.55,123.56,Poor
1.87,-78.2,50,Medium,464.63,0,539.32,17.1,25.88,70.95,Moderate
2.29,-98.28,85,Low,663.42,0,712.47,27.14,16.94,56.52,Moderate
25.05,-84.23,47,Low,468.18,3,407.91,20.11,18.85,46.65,Moderate
0.13,-69.58,98,Low,351.15,0,490.36,12.79,70.32,40.44,Good
0.06,-83.42,93,Medium,487.56,0,584.77,19.71,32.63,89.79,Moderate
11.82,-83.99,70,High,579.68,2,497.01,19.99,1.0,124.41,Poor
2.53,-97.21,35,Medium,612.91,0,686.68,26.6,1.0,116.5,Poor
2.46,-77.12,34,Low,396.08,0,485.48,16.56,58.43,46.12,Good
0.18,-90.81,81,High,618.11,0,685.55,23.4,1.0,126.26,Poor
1.87,-63.08,10,High,243.33,0,407.05,9.54,25.07,105.84,Poor
1.84,-95.92,40,Low,662.3,0,761.85,25.96,32.58,53.31,Moderate
27.67,-92.01,81,Medium,558.18,2,704.66,24.0,1.0,98.87,Poor
1.8,-97.5,11,Medium,818.48,0,586.97,26.75,1.0,97.32,Poor
12.38,-98.75,89,Low,636.71,1,628.0,27.38,7.69,58.16,Poor
0.11,-109.75,31,Medium,879.34,0,688.52,30.0,1.0,96.0,Poor
9.16,-104.2,24,Low,800.33,1,656.0,30.0,9.3,71.38,Poor
0.66,-59.39,21,Low,121.88,0,490.22,7.7,80.57,22.72,Good
0.01,-75.93,12,High,496.92,0,450.45,15.97,13.78,124.98,Poor
0.05,-94.66,37,High,789.96,0,717.36,25.33,1.0,127.93,Poor
1.11,-108.6,79,Medium,831.75,0,645.12,30.0,1.0,85.3,Poor
12.93,-77.45,53,Low,438.26,3,456.38,16.72,44.0,54.48,Moderate
9.86,-68.93,53,High,374.67,0,471.76,12.47,5.02,102.61,Poor
2.24,-100.43,95,Medium,699.01,0,714.31,28.21,6.26,90.48,Poor
0.63,-101.17,20,Low,742.56,0,684.0,28.59,26.45,53.97,Moderate
8.85,-86.27,26,High,582.9,0,494.68,21.13,1.0,127.79,Poor
8.52,-89.51,29,Low,671.39,1,463.0,22.76,32.97,47.12,Moderate
1.95,-81.88,59,Low,528.3,0,503.31,18.94,49.4,37.04,Good
8.38,-96.84,71,Low,699.57,0,689.13,26.42,25.12,46.43,Moderate
17.33,-87.26,75,Low,497.43,3,556.39,21.63,18.5,37.91,Moderate
24.97,-70.03,18,Low,338.97,3,360.8,13.02,37.54,40.85,Moderate
0.38,-107.41,93,Low,825.21,0,625.82,30.0,24.71,63.8,Moderate
22.49,-80.97,90,Low,523.09,3,522.88,18.49,25.62,42.95,Moderate
1.4,-92.03,35,Medium,607.94,0,693.84,24.02,18.64,79.83,Moderate
8.4,-108.81,33,Low,881.92,1,708.58,30.0,13.9,62.37,Poor
8.88,-120.0,98,Medium,1017.1,1,658.47,30.0,1.0,105.51,Poor
27.42,-81.18,45,High,541.67,2,519.1,18.59,1.0,109.5,Poor
0.59,-96.36,62,Medium,775.3,0,709.24,26.18,8.51,94.15,Poor
2.41,-73.82,85,Medium,320.17,0,462.76,14.91,40.73,82.05,Moderate
1.2,-85.76,41,Low,537.5,0,513.26,20.88,55.58,34.11,Good
0.07,-67.47,32,Medium,314.6,0,432.62,11.73,44.08,85.1,Moderate
10.69,-89.1,51,Low,614.84,1,495.76,22.55,20.96,55.7,Moderate
24.59,-97.96,75,Medium,704.27,3,647.11,26.98,1.0,78.41,Poor
0.29,-74.73,44,Medium,410.08,0,555.02,15.36,40.33,71.69,Moderate
2.63,-96.24,65,Medium,673.56,0,764.58,26.12,10.61,83.58,Poor
24.94,-97.14,82,Medium,744.72,3,663.24,26.57,1.0,99.94,Poor
0.47,-68.55,47,Low,433.85,0,448.99,12.27,68.75,31.4,Good
0.01,-86.14,34,Low,592.83,0,436.69,21.07,43.25,52.1,Moderate
2.73,-71.13,98,High,429.84,0,557.44,13.57,11.47,126.95,Poor
24.2,-78.85,64,Low,487.95,2,524.29,17.43,17.73,44.48,Moderate
25.7,-70.24,74,Medium,309.2,3,546.17,13.12,5.95,65.57,Poor
20.04,-80.23,51,Medium,494.13,2,489.47,18.11,1.0,79.74,Poor
12.98,-70.29,10,Medium,400.68,1,351.17,13.15,23.7,74.95,Moderate
12.9,-53.33,90,Low,137.64,2,535.18,5.0,79.96,33.16,Good
1.08,-85.23,62,Medium,514.58,0,453.03,20.61,24.45,81.85,Moderate
19.86,-73.18,88,Low,360.05,2,558.49,14.59,37.09,43.38,Moderate
20.31,-90.11,41,Medium,571.37,1,656.45,23.05,1.0,83.17,Poor
1.46,-60.24,81,Low,242.37,0,516.9,8.12,85.85,26.02,Good
1.57,-79.42,75,Low,586.15,0,534.78,17.71,57.71,46.46,Good
1.91,-76.35,44,Low,402.9,0,514.61,16.17,58.88,34.18,Good
0.37,-92.79,33,Low,670.37,0,702.75,24.39,41.72,50.55,Moderate
11.88,-74.58,68,Medium,447.23,1,471.66,15.29,23.96,78.98,Moderate
2.19,-89.34,61,Medium,639.13,0,496.85,22.67,16.55,80.46,Moderate
1.58,-93.21,15,Medium,713.87,0,667.53,24.61,5.4,85.16,Poor
1.16,-86.28,71,High,602.94,0,547.88,21.14,1.0,109.23,Poor
9.11,-107.31,64,Low,844.97,0,654.7,30.0,1.0,64.66,Poor
2.42,-64.47,93,Medium,310.81,0,579.49,10.24,43.95,61.36,Moderate
0.12,-115.14,88,High,987.3,0,697.88,30.0,1.0,146.27,Poor
1.38,-96.99,19,Medium,787.67,0,574.92,26.5,1.0,89.21,Poor
1.51,-111.74,78,Low,832.68,0,666.45,30.0,7.83,57.96,Poor
8.67,-83.45,40,Low,545.51,0,451.26,19.73,30.78,27.55,Moderate
0.84,-65.97,39,Low,350.23,0,532.4,10.99,70.32,15.89,Good
13.01,-94.15,85,Medium,666.51,2,808.85,25.07,1.0,112.57,Poor
10.91,-76.81,25,Medium,490.94,1,480.84,16.4,13.06,75.6,Poor
12.69,-71.07,46,High,257.22,3,380.35,13.53,1.0,115.94,Poor
25.93,-88.94,31,Medium,583.21,3,519.2,22.47,1.0,81.48,Poor
10.1,-99.15,76,High,740.58,0,723.75,27.57,1.0,133.48,Poor
26.36,-58.76,39,High,170.33,3,511.07,7.38,1.0,112.71,Poor
1.6,-76.33,80,Medium,323.27,0,586.05,16.16,32.84,57.92,Moderate
27.35,-82.47,66,Medium,455.06,4,524.75,19.24,1.0,82.21,Poor
18.78,-86.39,10,Low,631.0,2,498.49,21.2,16.8,24.57,Moderate
2.17,-70.78,41,Medium,422.77,0,523.93,13.39,43.66,74.14,Moderate
9.83,-108.59,35,Low,879.66,1,657.63,30.0,20.54,43.03,Moderate
11.58,-105.94,71,Low,821.16,2,632.82,30.0,9.4,59.03,Poor
0.73,-81.71,92,High,454.84,0,461.48,18.86,2.65,100.68,Poor
11.78,-81.33,74,Medium,447.66,3,462.06,18.66,12.3,96.27,Poor
19.24,-87.67,70,Low,571.4,2,447.95,21.83,19.25,37.77,Moderate
2.56,-77.54,61,Medium,551.45,0,555.57,16.77,37.62,71.59,Moderate
13.12,-58.46,48,Low,209.61,1,509.88,7.23,77.72,42.7,Good
9.14,-77.88,25,Medium,578.62,1,521.81,16.94,19.73,94.71,Moderate
26.81,-85.51,62,High,590.13,2,546.46,20.75,1.0,121.36,Poor
12.66,-102.21,18,Low,786.71,1,609.27,29.11,12.82,47.99,Poor
1.29,-70.34,89,Medium,372.89,0,521.88,13.17,43.8,77.77,Moderate
23.1,-69.47,17,Low,344.89,2,385.51,12.74,37.74,43.71,Moderate
11.49,-107.79,52,Low,862.23,1,690.67,30.0,3.78,64.07,Poor
1.0,-101.47,77,Low,755.33,0,755.61,28.73,26.21,44.03,Moderate
0.98,-58.55,11,Low,247.48,0,329.45,7.28,86.69,39.0,Good
2.73,-75.7,81,Medium,383.06,0,527.46,15.85,36.71,66.55,Moderate
10.34,-87.06,35,Medium,546.53,1,483.07,21.53,7.23,95.44,Poor
24.94,-75.72,31,Low,448.33,4,523.1,15.86,19.59,20.58,Moderate
2.28,-102.67,31,Medium,743.98,0,776.83,29.33,1.0,79.66,Poor
10.27,-84.42,17,Medium,606.76,0,461.1,20.21,11.46,93.83,Poor
2.73,-95.19,47,Low,666.27,0,704.53,25.6,31.36,58.02,Moderate
11.7,-88.4,38,Low,613.71,3,505.07,22.2,26.36,42.33,Moderate
12.4,-89.31,49,Low,566.81,3,462.69,22.65,33.09,63.73,Moderate
9.38,-92.68,27,Low,719.86,1,598.3,24.34,17.91,45.04,Moderate
2.26,-81.48,75,Medium,592.78,0,487.61,18.74,31.05,81.16,Moderate
0.55,-97.64,61,Medium,651.91,0,723.5,26.82,4.98,89.39,Poor
19.41,-103.17,82,Low,716.54,2,680.98,29.59,1.0,51.89,Poor
2.61,-80.66,18,Medium,496.61,0,474.79,18.33,24.22,93.69,Moderate
23.74,-72.18,88,Low,384.21,4,538.87,14.09,35.27,35.61,Moderate
2.26,-74.74,27,Medium,369.13,0,511.06,15.37,36.82,76.59,Moderate
1.92,-87.77,66,Low,687.13,0,511.72,21.89,48.18,53.96,Moderate
0.59,-96.47,94,Low,754.47,0,704.41,26.24,42.44,66.06,Moderate
12.19,-100.99,11,Medium,805.18,2,531.62,28.49,1.0,85.53,Poor
26.5,-89.51,23,Low,665.2,4,501.87,22.76,5.46,54.7,Poor
12.01,-68.35,68,High,373.88,3,555.89,12.18,8.27,116.02,Poor
18.44,-83.77,13,Low,548.4,2,403.65,19.88,21.15,48.67,Moderate
18.81,-70.38,94,Medium,410.41,2,455.36,13.19,22.52,66.79,Moderate
19.2,-62.83,40,High,232.31,2,523.16,9.42,8.18,98.2,Poor
0.31,-70.4,14,Medium,347.44,0,354.28,13.2,45.28,87.67,Moderate
1.96,-87.04,54,Medium,486.21,0,436.81,21.52,14.24,70.54,Poor
0.98,-83.16,50,High,477.08,0,576.89,19.58,1.0,121.98,Poor
2.0,-93.38,58,Low,702.43,0,745.3,24.69,37.01,52.37,Moderate
1.1,-99.27,66,Medium,724.76,0,743.65,27.64,17.91,109.68,Poor
0.55,-73.84,22,Medium,429.94,0,447.72,14.92,36.82,81.0,Moderate
19.15,-99.6,47,Medium,725.74,1,755.12,27.8,1.0,104.69,Poor
1.41,-86.34,80,Medium,607.02,0,516.71,21.17,24.49,78.23,Moderate
10.5,-68.42,93,Low,304.09,0,545.53,12.21,62.41,36.35,Good
24.89,-50.0,98,Low,143.1,3,503.4,5.0,56.45,23.61,Good
22.56,-88.07,41,Medium,591.06,3,541.95,22.03,1.0,85.01,Poor
1.35,-87.06,16,Medium,551.48,0,366.91,21.53,23.95,87.03,Moderate
10.11,-84.04,52,Medium,401.38,0,607.46,20.02,6.51,73.35,Poor
0.82,-79.95,41,Low,564.43,0,492.16,17.97,53.21,40.33,Good
2.03,-67.66,79,High,382.11,0,487.0,11.83,22.32,110.88,Poor
0.36,-91.16,68,High,605.33,0,708.92,23.58,1.0,125.36,Poor
18.14,-88.35,35,Low,617.22,3,450.75,22.18,11.06,39.32,Poor
8.56,-53.82,75,Medium,123.61,0,458.4,5.0,62.14,62.04,Moderate
8.57,-120.0,39,Medium,973.48,1,626.54,30.0,1.0,117.13,Poor
12.34,-73.76,85,Medium,514.97,2,586.04,14.88,23.05,70.35,Moderate
0.16,-95.39,12,High,786.81,0,653.03,25.7,1.0,132.34,Poor
2.22,-81.33,78,Medium,469.24,0,525.76,18.67,36.79,74.14,Moderate
26.66,-101.27,54,Medium,689.84,3,697.75,28.63,1.0,90.7,Poor
2.02,-79.37,60,Medium,425.76,0,468.96,17.69,21.76,78.36,Moderate
9.53,-97.52,30,Medium,662.35,0,724.44,26.76,1.0,89.73,Poor
2.34,-77.22,18,Medium,411.65,0,459.22,16.61,40.31,73.54,Moderate
19.28,-96.24,58,Low,629.29,2,715.99,26.12,5.49,45.83,Poor
12.84,-51.31,39,High,106.66,2,430.13,5.0,20.78,107.68,Poor
21.66,-85.27,18,Medium,497.54,2,448.04,20.63,3.77,75.8,Poor
2.4,-105.76,62,Medium,850.53,0,727.86,30.0,1.0,103.82,Poor
11.54,-104.65,84,Medium,782.31,2,728.32,30.0,1.0,94.73,Poor
23.12,-86.67,67,High,526.95,3,385.45,21.33,1.0,137.04,Poor
0.28,-63.67,57,High,238.74,0,488.68,9.84,28.75,96.31,Moderate
1.04,-97.78,10,Low,742.98,0,568.84,26.89,38.71,50.38,Moderate
10.24,-85.02,19,Low,624.83,0,322.33,20.51,26.75,38.76,Moderate
25.36,-55.48,70,Medium,178.82,3,442.69,5.74,34.27,55.81,Moderate
24.09,-67.27,63,Low,305.92,3,543.9,11.63,37.69,21.11,Moderate
0.58,-100.5,37,Medium,748.5,0,718.72,28.25,1.0,91.87,Poor
11.27,-66.63,65,Medium,383.26,2,466.21,11.32,34.45,69.95,Moderate
1.27,-83.42,75,Low,515.56,0,569.71,19.71,48.78,32.69,Good
2.24,-82.07,75,Low,541.68,0,498.78,19.03,50.79,50.92,Moderate
0.8,-70.24,96,Low,325.77,0,466.65,13.12,72.16,56.39,Moderate
12.27,-111.63,85,Medium,886.88,2,804.26,30.0,1.0,94.86,Poor
2.73,-85.93,37,Low,569.53,0,511.33,20.96,50.79,43.82,Good
26.09,-88.79,18,Low,646.28,4,388.7,22.4,6.15,32.49,Poor
1.73,-94.2,21,Medium,683.89,0,765.84,25.1,10.27,80.64,Poor
12.79,-77.87,23,Low,410.44,1,476.28,16.93,34.38,48.88,Moderate
9.19,-90.32,75,Medium,709.6,1,700.15,23.16,8.46,92.28,Poor
24.73,-92.02,25,Low,640.57,2,732.49,24.01,1.0,55.3,Poor
1.38,-82.89,85,Medium,572.48,0,410.17,19.44,23.87,67.15,Moderate
0.81,-76.6,51,High,436.15,0,488.87,16.3,7.48,118.75,Poor
10.49,-91.0,62,Low,647.47,0,755.74,23.5,21.35,56.44,Moderate
8.79,-76.55,76,Medium,455.44,1,485.3,16.27,30.14,84.83,Moderate
2.44,-106.8,93,Low,787.22,0,666.0,30.0,15.71,66.66,Moderate
13.87,-86.04,74,Medium,551.98,2,545.4,21.02,10.09,86.86,Poor
11.19,-79.58,67,Medium,429.75,1,462.0,17.79,14.27,72.81,Poor
2.78,-98.51,19,High,818.02,0,558.89,27.25,1.0,135.97,Poor
0.53,-83.85,75,Medium,545.51,0,392.93,19.92,22.24,96.3,Moderate
22.9,-92.47,21,Medium,622.17,3,688.69,24.23,1.0,91.56,Poor
2.41,-79.34,64,Medium,516.59,0,470.49,17.67,28.49,93.04,Moderate
24.16,-64.6,91,Low,320.5,3,415.26,10.3,44.04,28.7,Good
2.29,-93.82,95,Low,704.63,0,789.23,24.91,28.86,50.7,Moderate
2.31,-78.26,88,Low,507.31,0,402.91,17.13,55.21,48.25,Good
2.04,-97.61,20,Low,703.16,0,749.46,26.81,31.94,52.1,Moderate
0.04,-86.76,27,Low,579.45,0,443.71,21.38,59.39,56.57,Moderate
25.02,-68.7,39,Low,326.76,4,513.05,12.35,39.15,33.79,Moderate
8.98,-90.07,68,Low,702.03,0,669.67,23.04,38.51,45.66,Moderate
13.37,-65.13,17,Medium,351.76,1,308.42,10.57,33.47,61.62,Moderate
2.03,-75.84,74,Low,478.58,0,492.54,15.92,57.84,30.84,Good
1.23,-67.13,68,High,334.94,0,451.75,11.57,30.04,104.95,Poor
11.0,-84.49,72,Medium,526.7,1,443.61,20.25,14.5,89.07,Poor
19.08,-93.54,79,High,647.47,3,801.34,24.77,1.0,133.47,Poor
12.11,-99.93,58,Medium,841.14,3,701.22,27.97,1.0,91.41,Poor
22.38,-92.23,15,Low,718.85,3,648.23,24.12,13.8,37.26,Poor
26.92,-63.86,23,Medium,186.46,2,499.21,9.93,11.84,55.39,Poor
1.39,-61.68,80,Medium,221.77,0,548.93,8.84,58.77,53.34,Moderate
2.18,-112.32,89,Medium,927.17,0,723.34,30.0,1.0,93.82,Poor
2.47,-77.38,37,Low,409.61,0,454.91,16.69,53.83,28.17,Good
1.15,-93.85,54,High,602.84,0,706.25,24.93,1.0,107.24,Poor
24.48,-103.44,67,Low,815.42,2,751.57,29.72,1.0,46.84,Poor
1.65,-60.05,13,Medium,197.0,0,431.89,8.02,56.91,60.39,Moderate
9.4,-92.59,97,Medium,703.38,0,743.96,24.3,7.52,95.08,Poor
12.73,-69.16,100,Medium,387.37,2,530.44,12.58,25.39,61.27,Moderate
25.52,-87.01,92,Medium,653.71,3,520.49,21.51,1.0,97.88,Poor
10.79,-88.87,49,Low,620.4,1,485.83,22.44,26.39,70.15,Moderate
0.21,-81.67,95,Medium,519.37,0,447.9,18.83,35.63,86.67,Moderate
20.22,-97.05,44,High,652.21,3,731.73,26.52,1.0,138.21,Poor
9.26,-89.13,16,Medium,602.56,1,391.77,22.57,11.85,81.95,Poor
25.13,-55.28,56,Medium,195.8,3,460.08,5.64,27.17,77.27,Moderate
0.68,-65.52,88,Low,251.78,0,501.94,10.76,82.16,23.45,Good
2.76,-57.25,15,Low,185.95,0,445.94,6.63,87.29,26.82,Good
0.45,-102.04,76,Medium,802.34,0,730.39,29.02,1.0,101.89,Poor
0.02,-81.66,74,Medium,555.98,0,454.29,18.83,25.68,65.33,Moderate
12.56,-82.02,29,High,470.33,2,555.26,19.01,1.0,119.61,Poor
0.74,-100.72,21,Low,761.93,0,669.2,28.36,36.02,60.45,Moderate
1.83,-78.98,47,Medium,450.05,0,525.99,17.49,27.58,76.56,Moderate
0.76,-79.99,24,Low,500.19,0,542.13,18.0,56.38,38.6,Good
8.81,-80.96,56,Medium,526.4,1,469.8,18.48,20.57,97.49,Moderate
10.87,-89.75,80,Medium,642.54,1,504.78,22.88,2.63,52.98,Poor
24.91,-77.01,33,Medium,433.08,3,433.1,16.51,2.85,94.23,Poor
11.36,-50.77,89,Medium,130.36,3,535.59,5.0,56.13,64.89,Moderate
2.72,-76.59,39,High,413.57,0,470.52,16.3,12.73,137.66,Poor
0.68,-91.25,17,Low,707.96,0,621.69,23.62,32.77,73.37,Moderate
9.8,-73.96,93,Low,412.06,0,503.45,14.98,44.1,28.96,Good
18.09,-87.8,50,Medium,607.98,1,479.79,21.9,1.0,93.07,Poor
11.68,-96.21,68,Medium,696.04,2,832.75,26.1,1.0,90.77,Poor
8.57,-57.99,61,High,263.27,0,497.39,6.99,25.51,107.11,Poor
0.56,-81.79,48,Medium,530.37,0,337.67,18.89,30.3,64.14,Moderate
8.62,-92.47,72,Medium,685.5,0,738.4,24.23,1.0,103.75,Poor
9.61,-106.53,44,Low,725.31,1,680.48,30.0,9.2,67.92,Poor
1.59,-84.99,49,Medium,619.21,0,494.03,20.49,12.9,74.87,Poor
13.59,-79.86,81,Low,523.56,3,505.26,17.93,33.65,44.99,Moderate
2.62,-116.66,88,Medium,928.32,0,665.26,30.0,1.0,104.93,Poor
13.21,-105.67,48,Low,807.88,2,679.98,30.0,1.0,54.7,Poor
2.4,-54.41,22,Low,249.94,0,520.24,5.21,85.94,29.53,Good
10.67,-85.12,59,Low,432.2,1,421.94,20.56,32.08,56.68,Moderate
10.1,-94.99,51,Low,692.19,0,637.52,25.5,15.89,60.64,Moderate
19.19,-87.66,62,Medium,571.67,1,458.48,21.83,1.0,85.86,Poor
1.34,-106.35,48,Medium,825.47,0,573.51,30.0,1.0,125.99,Poor
0.19,-80.86,27,Medium,462.92,0,582.89,18.43,26.89,58.88,Moderate
26.54,-82.73,10,Medium,530.41,2,392.51,19.37,1.0,103.45,Poor
9.25,-71.72,61,High,368.19,0,517.28,13.86,1.0,100.25,Poor
2.29,-75.04,30,Medium,405.49,0,385.29,15.52,37.07,55.18,Moderate
0.98,-74.33,92,Low,348.49,0,506.4,15.17,55.06,25.6,Good
2.42,-79.69,38,Medium,470.38,0,614.11,17.85,35.85,86.21,Moderate
1.67,-57.96,42,High,269.8,0,446.68,6.98,30.14,109.88,Poor
8.66,-101.84,96,Low,741.63,1,693.97,28.92,8.25,49.52,Poor
9.37,-89.45,14,Medium,657.08,1,348.59,22.72,4.4,84.91,Poor
9.49,-87.65,29,High,525.67,1,519.67,21.82,1.0,124.34,Poor
1.13,-65.52,44,Low,326.68,0,389.75,10.76,81.96,12.48,Good
2.03,-94.94,41,Medium,663.25,0,752.2,25.47,4.14,87.19,Poor
2.17,-109.49,88,Medium,882.09,0,777.94,30.0,1.0,92.17,Poor
2.29,-69.66,49,High,325.74,0,555.37,12.83,20.32,101.1,Poor
1.29,-69.92,14,Low,377.09,0,391.96,12.96,65.18,34.85,Good
0.19,-84.08,81,Low,480.87,0,575.46,20.04,60.53,41.04,Good
13.5,-99.94,52,High,753.76,2,656.77,27.97,1.0,131.58,Poor
2.2,-84.92,20,Low,572.37,0,473.3,20.46,43.81,54.52,Moderate
0.87,-88.79,49,High,605.59,0,495.62,22.39,1.0,126.57,Poor
2.14,-87.82,91,Medium,567.72,0,542.44,21.91,13.39,73.68,Poor
0.48,-88.86,52,Medium,686.9,0,594.45,22.43,20.22,83.95,Moderate
11.15,-103.4,56,Low,866.8,1,794.12,29.7,6.23,69.85,Poor
2.56,-101.66,30,Medium,765.55,0,660.6,28.83,1.0,94.17,Poor
0.73,-80.05,64,Low,510.72,0,542.31,18.02,63.88,44.3,Good
13.22,-104.04,23,High,775.09,2,775.96,30.0,1.0,153.91,Poor
12.87,-93.93,29,Medium,650.31,2,761.85,24.97,1.0,76.32,Poor
8.66,-85.6,43,Medium,545.75,0,598.58,20.8,10.83,95.65,Poor
9.54,-117.64,53,High,1001.1,0,705.49,30.0,1.0,154.68,Poor
1.7,-100.02,94,High,837.31,0,690.17,28.01,1.0,136.57,Poor
1.71,-94.26,88,Low,685.56,0,651.13,25.13,24.41,39.73,Moderate
2.21,-118.06,77,Medium,1007.74,0,675.83,30.0,1.0,106.9,Poor
12.39,-61.84,16,Low,259.61,3,342.75,8.92,63.28,31.39,Good
1.58,-86.86,83,Medium,633.41,0,448.01,21.43,18.85,82.27,Moderate
25.91,-83.15,45,High,542.18,4,530.09,19.58,1.0,121.84,Poor
0.68,-106.47,18,High,984.16,0,540.66,30.0,1.0,129.17,Poor
2.21,-76.52,76,Low,482.75,0,474.69,16.26,48.7,38.34,Good
20.63,-87.36,46,Medium,502.61,3,498.62,21.68,1.0,85.34,Poor
9.68,-88.55,100,Low,599.17,0,398.16,22.27,28.59,43.62,Moderate
23.79,-95.33,24,Medium,777.64,2,669.8,25.66,1.0,102.28,Poor
1.75,-95.16,35,Medium,738.58,0,721.0,25.58,7.72,82.48,Poor
0.89,-79.28,52,Medium,465.19,0,540.25,17.64,33.15,79.05,Moderate
11.72,-91.59,74,Low,641.86,3,727.69,23.8,19.28,35.12,Moderate
2.2,-58.33,42,High,281.5,0,593.87,7.16,33.34,98.78,Moderate
0.63,-88.18,35,High,495.66,0,448.26,22.09,1.0,129.62,Poor
1.69,-76.03,82,Medium,481.47,0,484.72,16.01,29.48,74.66,Moderate
1.6,-72.1,24,Low,343.58,0,475.89,14.05,65.33,50.15,Moderate
17.83,-103.56,74,Medium,839.15,1,724.18,29.78,1.0,106.58,Poor
2.5,-105.1,94,Low,827.37,0,749.75,30.0,20.09,44.33,Moderate
10.55,-79.06,79,High,481.05,1,412.02,17.53,1.0,128.61,Poor
0.66,-63.68,14,Low,314.85,0,362.64,9.84,79.14,25.19,Good
0.06,-100.01,32,Medium,783.31,0,702.31,28.01,4.97,85.64,Poor
0.9,-85.86,51,Medium,624.97,0,490.12,20.93,15.7,81.26,Moderate
19.13,-104.5,90,Low,937.27,2,692.54,30.0,1.0,48.36,Poor
2.69,-81.36,81,Low,598.43,0,514.05,18.68,60.4,32.74,Good
12.96,-108.58,43,Medium,889.56,2,665.32,30.0,1.0,111.91,Poor
1.25,-99.44,76,Medium,752.35,0,688.55,27.72,11.43,110.36,Poor
9.57,-115.19,52,Medium,1050.26,1,676.21,30.0,1.0,120.42,Poor
9.97,-85.15,69,Medium,600.01,0,473.33,20.57,5.25,97.2,Poor
0.82,-93.76,91,High,689.73,0,682.51,24.88,1.0,119.34,Poor
13.6,-87.02,54,High,590.47,2,519.25,21.51,1.0,115.8,Poor
9.99,-65.65,37,Low,290.77,0,513.88,10.83,69.74,39.69,Good
1.46,-85.55,39,Low,530.93,0,552.64,20.77,52.49,48.0,Good
10.62,-95.22,66,Medium,633.51,1,708.38,25.61,1.0,93.59,Poor
0.73,-97.06,71,Medium,710.93,0,756.07,26.53,1.0,97.45,Poor
2.06,-74.6,50,High,363.33,0,508.85,15.3,12.72,135.76,Poor
11.29,-71.24,91,Low,420.54,2,439.6,13.62,50.25,39.67,Good
10.42,-76.56,100,Medium,419.14,1,562.15,16.28,16.75,85.86,Moderate
10.82,-100.62,66,High,680.69,1,671.0,28.31,1.0,119.06,Poor
10.22,-95.08,37,High,719.65,1,699.82,25.54,1.0,135.09,Poor
2.16,-77.5,24,High,553.43,0,489.09,16.75,2.22,120.74,Poor
0.84,-88.7,14,High,654.14,0,460.06,22.35,1.0,133.92,Poor
